product,price,quantity,date,region,revenue
periwinkle morsel,1.25,500,2018-08-13,east,625.0
periwinkle morsel,1.25,547,2018-08-13,west,683.75
vermilion morsel,4.99,600,2018-08-13,north,2994.0
vermilion morsel,4.99,558,2018-08-13,south,2784.42
vermilion morsel,4.99,567,2018-08-13,east,2829.33
vermilion morsel,4.99,531,2018-08-13,west,2649.69
lapis morsel,1.99,529,2018-08-13,north,1052.71
lapis morsel,1.99,577,2018-08-13,south,1148.23
lapis morsel,1.99,584,2018-08-13,east,1162.16
lapis morsel,1.99,553,2018-08-13,west,1100.47
pink morsel,3.0,541,2018-08-14,north,1623.0
pink morsel,3.0,545,2018-08-14,south,1635.0
pink morsel,3.0,572,2018-08-14,east,1716.0
pink morsel,3.0,569,2018-08-14,west,1707.0
gold morsel,9.99,522,2018-08-14,north,5214.78
gold morsel,9.99,529,2018-08-14,south,5284.71
gold morsel,9.99,522,2018-08-14,east,5214.78
gold morsel,9.99,562,2018-08-14,west,5614.38
magenta morsel,2.5,586,2018-08-14,north,1465.0
magenta morsel,2.5,533,2018-08-14,south,1332.5
magenta morsel,2.5,560,2018-08-14,east,1400.0
magenta morsel,2.5,542,2018-08-14,west,1355.0
chartreuse morsel,3.0,552,2018-08-14,north,1656.0
chartreuse morsel,3.0,575,2018-08-14,south,1725.0
chartreuse morsel,3.0,562,2018-08-14,east,1686.0
chartreuse morsel,3.0,506,2018-08-14,west,1518.0
periwinkle morsel,1.25,540,2018-08-14,north,675.0
periwinkle morsel,1.25,512,2018-08-14,south,640.0
periwinkle morsel,1.25,589,2018-08-14,east,736.25
periwinkle morsel,1.25,593,2018-08-14,west,741.25
vermilion morsel,4.99,504,2018-08-14,north,2514.96
vermilion morsel,4.99,568,2018-08-14,south,2834.32
vermilion morsel,4.99,514,2018-08-14,east,2564.86
vermilion morsel,4.99,554,2018-08-14,west,2764.46
lapis morsel,1.99,600,2018-08-14,north,1194.0
lapis morsel,1.99,594,2018-08-14,south,1182.06
lapis morsel,1.99,598,2018-08-14,east,1190.02
lapis morsel,1.99,555,2018-08-14,west,1104.45
pink morsel,3.0,534,2018-08-15,north,1602.0
pink morsel,3.0,514,2018-08-15,south,1542.0
pink morsel,3.0,600,2018-08-15,east,1800.0
pink morsel,3.0,578,2018-08-15,west,1734.0
gold morsel,9.99,541,2018-08-15,north,5404.59
gold morsel,9.99,510,2018-08-15,south,5094.900000000001
gold morsel,9.99,547,2018-08-15,east,5464.53
gold morsel,9.99,577,2018-08-15,west,5764.2300000000005
magenta morsel,2.5,553,2018-08-15,north,1382.5
magenta morsel,2.5,548,2018-08-15,south,1370.0
magenta morsel,2.5,538,2018-08-15,east,1345.0
magenta morsel,2.5,513,2018-08-15,west,1282.5
chartreuse morsel,3.0,502,2018-08-15,north,1506.0
chartreuse morsel,3.0,561,2018-08-15,south,1683.0
chartreuse morsel,3.0,558,2018-08-15,east,1674.0
chartreuse morsel,3.0,537,2018-08-15,west,1611.0
periwinkle morsel,1.25,546,2018-08-15,north,682.5
periwinkle morsel,1.25,573,2018-08-15,south,716.25
periwinkle morsel,1.25,521,2018-08-15,east,651.25
periwinkle morsel,1.25,514,2018-08-15,west,642.5
vermilion morsel,4.99,579,2018-08-15,north,2889.21
vermilion morsel,4.99,513,2018-08-15,south,2559.87
vermilion morsel,4.99,525,2018-08-15,east,2619.75
vermilion morsel,4.99,508,2018-08-15,west,2534.92
lapis morsel,1.99,568,2018-08-15,north,1130.32
lapis morsel,1.99,526,2018-08-15,south,1046.74
lapis morsel,1.99,522,2018-08-15,east,1038.78
lapis morsel,1.99,598,2018-08-15,west,1190.02
pink morsel,3.0,596,2018-08-16,north,1788.0
pink morsel,3.0,538,2018-08-16,south,1614.0
pink morsel,3.0,581,2018-08-16,east,1743.0
pink morsel,3.0,590,2018-08-16,west,1770.0
gold morsel,9.99,536,2018-08-16,north,5354.64
gold morsel,9.99,502,2018-08-16,south,5014.9800000000005
gold morsel,9.99,543,2018-08-16,east,5424.57
gold morsel,9.99,576,2018-08-16,west,5754.24
magenta morsel,2.5,533,2018-08-16,north,1332.5
magenta morsel,2.5,596,2018-08-16,south,1490.0
magenta morsel,2.5,510,2018-08-16,east,1275.0
magenta morsel,2.5,525,2018-08-16,west,1312.5
chartreuse morsel,3.0,500,2018-08-16,north,1500.0
chartreuse morsel,3.0,529,2018-08-16,south,1587.0
chartreuse morsel,3.0,572,2018-08-16,east,1716.0
chartreuse morsel,3.0,585,2018-08-16,west,1755.0
periwinkle morsel,1.25,591,2018-08-16,north,738.75
periwinkle morsel,1.25,580,2018-08-16,south,725.0
periwinkle morsel,1.25,561,2018-08-16,east,701.25
periwinkle morsel,1.25,596,2018-08-16,west,745.0
vermilion morsel,4.99,538,2018-08-16,north,2684.62
vermilion morsel,4.99,593,2018-08-16,south,2959.07
vermilion morsel,4.99,567,2018-08-16,east,2829.33
vermilion morsel,4.99,529,2018-08-16,west,2639.71
lapis morsel,1.99,527,2018-08-16,north,1048.73
lapis morsel,1.99,567,2018-08-16,south,1128.33
lapis morsel,1.99,567,2018-08-16,east,1128.33
lapis morsel,1.99,511,2018-08-16,west,1016.89
pink morsel,3.0,592,2018-08-17,north,1776.0
pink morsel,3.0,571,2018-08-17,south,1713.0
pink morsel,3.0,541,2018-08-17,east,1623.0
pink morsel,3.0,584,2018-08-17,west,1752.0
gold morsel,9.99,588,2018-08-17,north,5874.12
gold morsel,9.99,517,2018-08-17,south,5164.83
gold morsel,9.99,508,2018-08-17,east,5074.92
gold morsel,9.99,534,2018-08-17,west,5334.66
magenta morsel,2.5,533,2018-08-17,north,1332.5
magenta morsel,2.5,573,2018-08-17,south,1432.5
magenta morsel,2.5,546,2018-08-17,east,1365.0
magenta morsel,2.5,560,2018-08-17,west,1400.0
chartreuse morsel,3.0,518,2018-08-17,north,1554.0
chartreuse morsel,3.0,511,2018-08-17,south,1533.0
chartreuse morsel,3.0,553,2018-08-17,east,1659.0
chartreuse morsel,3.0,518,2018-08-17,west,1554.0
periwinkle morsel,1.25,582,2018-08-17,north,727.5
periwinkle morsel,1.25,529,2018-08-17,south,661.25
periwinkle morsel,1.25,544,2018-08-17,east,680.0
periwinkle morsel,1.25,597,2018-08-17,west,746.25
vermilion morsel,4.99,563,2018-08-17,north,2809.3700000000003
vermilion morsel,4.99,540,2018-08-17,south,2694.6
vermilion morsel,4.99,577,2018-08-17,east,2879.23
vermilion morsel,4.99,500,2018-08-17,west,2495.0
lapis morsel,1.99,584,2018-08-17,north,1162.16
lapis morsel,1.99,570,2018-08-17,south,1134.3
lapis morsel,1.99,574,2018-08-17,east,1142.26
lapis morsel,1.99,568,2018-08-17,west,1130.32
pink morsel,3.0,509,2018-08-18,north,1527.0
pink morsel,3.0,592,2018-08-18,south,1776.0
pink morsel,3.0,563,2018-08-18,east,1689.0
pink morsel,3.0,571,2018-08-18,west,1713.0
gold morsel,9.99,583,2018-08-18,north,5824.17
gold morsel,9.99,502,2018-08-18,south,5014.9800000000005
gold morsel,9.99,559,2018-08-18,east,5584.41
gold morsel,9.99,550,2018-08-18,west,5494.5
magenta morsel,2.5,552,2018-08-18,north,1380.0
magenta morsel,2.5,515,2018-08-18,south,1287.5
magenta morsel,2.5,565,2018-08-18,east,1412.5
magenta morsel,2.5,561,2018-08-18,west,1402.5
chartreuse morsel,3.0,546,2018-08-18,north,1638.0
chartreuse morsel,3.0,584,2018-08-18,south,1752.0
chartreuse morsel,3.0,505,2018-08-18,east,1515.0
chartreuse morsel,3.0,586,2018-08-18,west,1758.0
periwinkle morsel,1.25,565,2018-08-18,north,706.25
periwinkle morsel,1.25,553,2018-08-18,south,691.25
periwinkle morsel,1.25,597,2018-08-18,east,746.25
periwinkle morsel,1.25,539,2018-08-18,west,673.75
vermilion morsel,4.99,573,2018-08-18,north,2859.27
vermilion morsel,4.99,559,2018-08-18,south,2789.4100000000003
vermilion morsel,4.99,552,2018-08-18,east,2754.48
vermilion morsel,4.99,515,2018-08-18,west,2569.85
lapis morsel,1.99,540,2018-08-18,north,1074.6
lapis morsel,1.99,535,2018-08-18,south,1064.65
lapis morsel,1.99,524,2018-08-18,east,1042.76
lapis morsel,1.99,567,2018-08-18,west,1128.33
pink morsel,3.0,503,2018-08-19,north,1509.0
pink morsel,3.0,525,2018-08-19,south,1575.0
pink morsel,3.0,567,2018-08-19,east,1701.0
pink morsel,3.0,525,2018-08-19,west,1575.0
gold morsel,9.99,567,2018-08-19,north,5664.33
gold morsel,9.99,565,2018-08-19,south,5644.35
gold morsel,9.99,560,2018-08-19,east,5594.400000000001
gold morsel,9.99,514,2018-08-19,west,5134.86
magenta morsel,2.5,572,2018-08-19,north,1430.0
magenta morsel,2.5,595,2018-08-19,south,1487.5
magenta morsel,2.5,506,2018-08-19,east,1265.0
magenta morsel,2.5,546,2018-08-19,west,1365.0
chartreuse morsel,3.0,524,2018-08-19,north,1572.0
chartreuse morsel,3.0,568,2018-08-19,south,1704.0
chartreuse morsel,3.0,538,2018-08-19,east,1614.0
chartreuse morsel,3.0,571,2018-08-19,west,1713.0
periwinkle morsel,1.25,519,2018-08-19,north,648.75
periwinkle morsel,1.25,565,2018-08-19,south,706.25
periwinkle morsel,1.25,582,2018-08-19,east,727.5
periwinkle morsel,1.25,507,2018-08-19,west,633.75
vermilion morsel,4.99,593,2018-08-19,north,2959.07
vermilion morsel,4.99,554,2018-08-19,south,2764.46
vermilion morsel,4.99,559,2018-08-19,east,2789.4100000000003
vermilion morsel,4.99,590,2018-08-19,west,2944.1
lapis morsel,1.99,595,2018-08-19,north,1184.05
lapis morsel,1.99,569,2018-08-19,south,1132.31
lapis morsel,1.99,542,2018-08-19,east,1078.58
lapis morsel,1.99,526,2018-08-19,west,1046.74
pink morsel,3.0,527,2018-08-20,north,1581.0
pink morsel,3.0,593,2018-08-20,south,1779.0
pink morsel,3.0,554,2018-08-20,east,1662.0
pink morsel,3.0,502,2018-08-20,west,1506.0
gold morsel,9.99,508,2018-08-20,north,5074.92
gold morsel,9.99,515,2018-08-20,south,5144.85
gold morsel,9.99,524,2018-08-20,east,5234.76
gold morsel,9.99,523,2018-08-20,west,5224.77
magenta morsel,2.5,577,2018-08-20,north,1442.5
magenta morsel,2.5,600,2018-08-20,south,1500.0
magenta morsel,2.5,517,2018-08-20,east,1292.5
magenta morsel,2.5,596,2018-08-20,west,1490.0
chartreuse morsel,3.0,558,2018-08-20,north,1674.0
chartreuse morsel,3.0,548,2018-08-20,south,1644.0
chartreuse morsel,3.0,572,2018-08-20,east,1716.0
chartreuse morsel,3.0,590,2018-08-20,west,1770.0
periwinkle morsel,1.25,576,2018-08-20,north,720.0
periwinkle morsel,1.25,595,2018-08-20,south,743.75
periwinkle morsel,1.25,563,2018-08-20,east,703.75
periwinkle morsel,1.25,561,2018-08-20,west,701.25
vermilion morsel,4.99,574,2018-08-20,north,2864.26
vermilion morsel,4.99,597,2018-08-20,south,2979.03
vermilion morsel,4.99,514,2018-08-20,east,2564.86
vermilion morsel,4.99,521,2018-08-20,west,2599.79
lapis morsel,1.99,532,2018-08-20,north,1058.68
lapis morsel,1.99,547,2018-08-20,south,1088.53
lapis morsel,1.99,511,2018-08-20,east,1016.89
lapis morsel,1.99,578,2018-08-20,west,1150.22
pink morsel,3.0,598,2018-08-21,north,1794.0
pink morsel,3.0,553,2018-08-21,south,1659.0
pink morsel,3.0,548,2018-08-21,east,1644.0
pink morsel,3.0,569,2018-08-21,west,1707.0
gold morsel,9.99,560,2018-08-21,north,5594.400000000001
gold morsel,9.99,547,2018-08-21,south,5464.53
gold morsel,9.99,525,2018-08-21,east,5244.75
gold morsel,9.99,534,2018-08-21,west,5334.66
magenta morsel,2.5,586,2018-08-21,north,1465.0
magenta morsel,2.5,555,2018-08-21,south,1387.5
magenta morsel,2.5,589,2018-08-21,east,1472.5
magenta morsel,2.5,591,2018-08-21,west,1477.5
chartreuse morsel,3.0,524,2018-08-21,north,1572.0
chartreuse morsel,3.0,585,2018-08-21,south,1755.0
chartreuse morsel,3.0,584,2018-08-21,east,1752.0
chartreuse morsel,3.0,510,2018-08-21,west,1530.0
periwinkle morsel,1.25,591,2018-08-21,north,738.75
periwinkle morsel,1.25,558,2018-08-21,south,697.5
periwinkle morsel,1.25,548,2018-08-21,east,685.0
periwinkle morsel,1.25,561,2018-08-21,west,701.25
vermilion morsel,4.99,568,2018-08-21,north,2834.32
vermilion morsel,4.99,576,2018-08-21,south,2874.2400000000002
vermilion morsel,4.99,533,2018-08-21,east,2659.67
vermilion morsel,4.99,584,2018-08-21,west,2914.1600000000003
lapis morsel,1.99,600,2018-08-21,north,1194.0
lapis morsel,1.99,595,2018-08-21,south,1184.05
lapis morsel,1.99,553,2018-08-21,east,1100.47
lapis morsel,1.99,542,2018-08-21,west,1078.58
pink morsel,3.0,568,2018-08-22,north,1704.0
pink morsel,3.0,500,2018-08-22,south,1500.0
pink morsel,3.0,513,2018-08-22,east,1539.0
pink morsel,3.0,600,2018-08-22,west,1800.0
gold morsel,9.99,587,2018-08-22,north,5864.13
gold morsel,9.99,517,2018-08-22,south,5164.83
gold morsel,9.99,553,2018-08-22,east,5524.47
gold morsel,9.99,580,2018-08-22,west,5794.2
magenta morsel,2.5,597,2018-08-22,north,1492.5
magenta morsel,2.5,554,2018-08-22,south,1385.0
magenta morsel,2.5,587,2018-08-22,east,1467.5
magenta morsel,2.5,596,2018-08-22,west,1490.0
chartreuse morsel,3.0,597,2018-08-22,north,1791.0
chartreuse morsel,3.0,552,2018-08-22,south,1656.0
chartreuse morsel,3.0,589,2018-08-22,east,1767.0
chartreuse morsel,3.0,545,2018-08-22,west,1635.0
periwinkle morsel,1.25,586,2018-08-22,north,732.5
periwinkle morsel,1.25,538,2018-08-22,south,672.5
periwinkle morsel,1.25,550,2018-08-22,east,687.5
periwinkle morsel,1.25,510,2018-08-22,west,637.5
vermilion morsel,4.99,557,2018-08-22,north,2779.4300000000003
vermilion morsel,4.99,540,2018-08-22,south,2694.6
vermilion morsel,4.99,565,2018-08-22,east,2819.35
vermilion morsel,4.99,595,2018-08-22,west,2969.05
lapis morsel,1.99,531,2018-08-22,north,1056.69
lapis morsel,1.99,585,2018-08-22,south,1164.15
lapis morsel,1.99,534,2018-08-22,east,1062.66
lapis morsel,1.99,589,2018-08-22,west,1172.11
pink morsel,3.0,519,2018-08-23,north,1557.0
pink morsel,3.0,518,2018-08-23,south,1554.0
pink morsel,3.0,596,2018-08-23,east,1788.0
pink morsel,3.0,521,2018-08-23,west,1563.0
gold morsel,9.99,587,2018-08-23,north,5864.13
gold morsel,9.99,522,2018-08-23,south,5214.78
gold morsel,9.99,560,2018-08-23,east,5594.400000000001
gold morsel,9.99,575,2018-08-23,west,5744.25
magenta morsel,2.5,573,2018-08-23,north,1432.5
magenta morsel,2.5,524,2018-08-23,south,1310.0
magenta morsel,2.5,501,2018-08-23,east,1252.5
magenta morsel,2.5,535,2018-08-23,west,1337.5
chartreuse morsel,3.0,565,2018-08-23,north,1695.0
chartreuse morsel,3.0,521,2018-08-23,south,1563.0
chartreuse morsel,3.0,533,2018-08-23,east,1599.0
chartreuse morsel,3.0,534,2018-08-23,west,1602.0
periwinkle morsel,1.25,511,2018-08-23,north,638.75
periwinkle morsel,1.25,540,2018-08-23,south,675.0
periwinkle morsel,1.25,534,2018-08-23,east,667.5
periwinkle morsel,1.25,537,2018-08-23,west,671.25
vermilion morsel,4.99,589,2018-08-23,north,2939.11
vermilion morsel,4.99,554,2018-08-23,south,2764.46
vermilion morsel,4.99,586,2018-08-23,east,2924.1400000000003
vermilion morsel,4.99,512,2018-08-23,west,2554.88
lapis morsel,1.99,523,2018-08-23,north,1040.77
lapis morsel,1.99,556,2018-08-23,south,1106.44
lapis morsel,1.99,517,2018-08-23,east,1028.83
lapis morsel,1.99,599,2018-08-23,west,1192.01
pink morsel,3.0,516,2018-08-24,north,1548.0
pink morsel,3.0,520,2018-08-24,south,1560.0
pink morsel,3.0,578,2018-08-24,east,1734.0
pink morsel,3.0,548,2018-08-24,west,1644.0
gold morsel,9.99,550,2018-08-24,north,5494.5
gold morsel,9.99,579,2018-08-24,south,5784.21
gold morsel,9.99,500,2018-08-24,east,4995.0
gold morsel,9.99,595,2018-08-24,west,5944.05
magenta morsel,2.5,572,2018-08-24,north,1430.0
magenta morsel,2.5,592,2018-08-24,south,1480.0
magenta morsel,2.5,568,2018-08-24,east,1420.0
magenta morsel,2.5,582,2018-08-24,west,1455.0
chartreuse morsel,3.0,504,2018-08-24,north,1512.0
chartreuse morsel,3.0,592,2018-08-24,south,1776.0
chartreuse morsel,3.0,539,2018-08-24,east,1617.0
chartreuse morsel,3.0,561,2018-08-24,west,1683.0
periwinkle morsel,1.25,547,2018-08-24,north,683.75
periwinkle morsel,1.25,586,2018-08-24,south,732.5
periwinkle morsel,1.25,516,2018-08-24,east,645.0
periwinkle morsel,1.25,574,2018-08-24,west,717.5
vermilion morsel,4.99,530,2018-08-24,north,2644.7000000000003
vermilion morsel,4.99,563,2018-08-24,south,2809.3700000000003
vermilion morsel,4.99,570,2018-08-24,east,2844.3
vermilion morsel,4.99,565,2018-08-24,west,2819.35
lapis morsel,1.99,595,2018-08-24,north,1184.05
lapis morsel,1.99,569,2018-08-24,south,1132.31
lapis morsel,1.99,524,2018-08-24,east,1042.76
lapis morsel,1.99,556,2018-08-24,west,1106.44
pink morsel,3.0,543,2018-08-25,north,1629.0
pink morsel,3.0,559,2018-08-25,south,1677.0
pink morsel,3.0,588,2018-08-25,east,1764.0
pink morsel,3.0,505,2018-08-25,west,1515.0
gold morsel,9.99,582,2018-08-25,north,5814.18
gold morsel,9.99,540,2018-08-25,south,5394.6
gold morsel,9.99,584,2018-08-25,east,5834.16
gold morsel,9.99,555,2018-08-25,west,5544.45
magenta morsel,2.5,562,2018-08-25,north,1405.0
magenta morsel,2.5,577,2018-08-25,south,1442.5
magenta morsel,2.5,589,2018-08-25,east,1472.5
magenta morsel,2.5,543,2018-08-25,west,1357.5
chartreuse morsel,3.0,508,2018-08-25,north,1524.0
chartreuse morsel,3.0,576,2018-08-25,south,1728.0
chartreuse morsel,3.0,542,2018-08-25,east,1626.0
chartreuse morsel,3.0,521,2018-08-25,west,1563.0
periwinkle morsel,1.25,551,2018-08-25,north,688.75
periwinkle morsel,1.25,544,2018-08-25,south,680.0
periwinkle morsel,1.25,581,2018-08-25,east,726.25
periwinkle morsel,1.25,588,2018-08-25,west,735.0
vermilion morsel,4.99,529,2018-08-25,north,2639.71
vermilion morsel,4.99,521,2018-08-25,south,2599.79
vermilion morsel,4.99,510,2018-08-25,east,2544.9
vermilion morsel,4.99,506,2018-08-25,west,2524.94
lapis morsel,1.99,561,2018-08-25,north,1116.39
lapis morsel,1.99,547,2018-08-25,south,1088.53
lapis morsel,1.99,524,2018-08-25,east,1042.76
lapis morsel,1.99,514,2018-08-25,west,1022.86
pink morsel,3.0,514,2018-08-26,north,1542.0
pink morsel,3.0,515,2018-08-26,south,1545.0
pink morsel,3.0,556,2018-08-26,east,1668.0
pink morsel,3.0,528,2018-08-26,west,1584.0
gold morsel,9.99,586,2018-08-26,north,5854.14
gold morsel,9.99,566,2018-08-26,south,5654.34
gold morsel,9.99,501,2018-08-26,east,5004.99
gold morsel,9.99,582,2018-08-26,west,5814.18
magenta morsel,2.5,543,2018-08-26,north,1357.5
magenta morsel,2.5,551,2018-08-26,south,1377.5
magenta morsel,2.5,548,2018-08-26,east,1370.0
magenta morsel,2.5,547,2018-08-26,west,1367.5
chartreuse morsel,3.0,545,2018-08-26,north,1635.0
chartreuse morsel,3.0,550,2018-08-26,south,1650.0
chartreuse morsel,3.0,546,2018-08-26,east,1638.0
chartreuse morsel,3.0,566,2018-08-26,west,1698.0
periwinkle morsel,1.25,500,2018-08-26,north,625.0
periwinkle morsel,1.25,587,2018-08-26,south,733.75
periwinkle morsel,1.25,541,2018-08-26,east,676.25
periwinkle morsel,1.25,513,2018-08-26,west,641.25
vermilion morsel,4.99,513,2018-08-26,north,2559.87
vermilion morsel,4.99,514,2018-08-26,south,2564.86
vermilion morsel,4.99,559,2018-08-26,east,2789.4100000000003
vermilion morsel,4.99,597,2018-08-26,west,2979.03
lapis morsel,1.99,515,2018-08-26,north,1024.85
lapis morsel,1.99,528,2018-08-26,south,1050.72
lapis morsel,1.99,552,2018-08-26,east,1098.48
lapis morsel,1.99,517,2018-08-26,west,1028.83
pink morsel,3.0,535,2018-08-27,north,1605.0
pink morsel,3.0,580,2018-08-27,south,1740.0
pink morsel,3.0,534,2018-08-27,east,1602.0
pink morsel,3.0,503,2018-08-27,west,1509.0
gold morsel,9.99,503,2018-08-27,north,5024.97
gold morsel,9.99,534,2018-08-27,south,5334.66
gold morsel,9.99,533,2018-08-27,east,5324.67
gold morsel,9.99,513,2018-08-27,west,5124.87
magenta morsel,2.5,526,2018-08-27,north,1315.0
magenta morsel,2.5,545,2018-08-27,south,1362.5
magenta morsel,2.5,554,2018-08-27,east,1385.0
magenta morsel,2.5,547,2018-08-27,west,1367.5
chartreuse morsel,3.0,587,2018-08-27,north,1761.0
chartreuse morsel,3.0,530,2018-08-27,south,1590.0
chartreuse morsel,3.0,508,2018-08-27,east,1524.0
chartreuse morsel,3.0,525,2018-08-27,west,1575.0
periwinkle morsel,1.25,579,2018-08-27,north,723.75
periwinkle morsel,1.25,503,2018-08-27,south,628.75
periwinkle morsel,1.25,594,2018-08-27,east,742.5
periwinkle morsel,1.25,507,2018-08-27,west,633.75
vermilion morsel,4.99,575,2018-08-27,north,2869.25
vermilion morsel,4.99,515,2018-08-27,south,2569.85
vermilion morsel,4.99,552,2018-08-27,east,2754.48
vermilion morsel,4.99,543,2018-08-27,west,2709.57
lapis morsel,1.99,535,2018-08-27,north,1064.65
lapis morsel,1.99,524,2018-08-27,south,1042.76
lapis morsel,1.99,525,2018-08-27,east,1044.75
lapis morsel,1.99,551,2018-08-27,west,1096.49
pink morsel,3.0,522,2018-08-28,north,1566.0
pink morsel,3.0,560,2018-08-28,south,1680.0
pink morsel,3.0,552,2018-08-28,east,1656.0
pink morsel,3.0,574,2018-08-28,west,1722.0
gold morsel,9.99,517,2018-08-28,north,5164.83
gold morsel,9.99,559,2018-08-28,south,5584.41
gold morsel,9.99,540,2018-08-28,east,5394.6
gold morsel,9.99,505,2018-08-28,west,5044.95
magenta morsel,2.5,551,2018-08-28,north,1377.5
magenta morsel,2.5,502,2018-08-28,south,1255.0
magenta morsel,2.5,587,2018-08-28,east,1467.5
magenta morsel,2.5,515,2018-08-28,west,1287.5
chartreuse morsel,3.0,508,2018-08-28,north,1524.0
chartreuse morsel,3.0,548,2018-08-28,south,1644.0
chartreuse morsel,3.0,575,2018-08-28,east,1725.0
chartreuse morsel,3.0,568,2018-08-28,west,1704.0
periwinkle morsel,1.25,581,2018-08-28,north,726.25
periwinkle morsel,1.25,575,2018-08-28,south,718.75
periwinkle morsel,1.25,592,2018-08-28,east,740.0
periwinkle morsel,1.25,599,2018-08-28,west,748.75
vermilion morsel,4.99,570,2018-08-28,north,2844.3
vermilion morsel,4.99,588,2018-08-28,south,2934.1200000000003
vermilion morsel,4.99,575,2018-08-28,east,2869.25
vermilion morsel,4.99,564,2018-08-28,west,2814.36
lapis morsel,1.99,560,2018-08-28,north,1114.4
lapis morsel,1.99,588,2018-08-28,south,1170.12
lapis morsel,1.99,574,2018-08-28,east,1142.26
lapis morsel,1.99,584,2018-08-28,west,1162.16
pink morsel,3.0,554,2018-08-29,north,1662.0
pink morsel,3.0,598,2018-08-29,south,1794.0
pink morsel,3.0,578,2018-08-29,east,1734.0
pink morsel,3.0,549,2018-08-29,west,1647.0
gold morsel,9.99,522,2018-08-29,north,5214.78
gold morsel,9.99,527,2018-08-29,south,5264.7300000000005
gold morsel,9.99,511,2018-08-29,east,5104.89
gold morsel,9.99,520,2018-08-29,west,5194.8
magenta morsel,2.5,505,2018-08-29,north,1262.5
magenta morsel,2.5,566,2018-08-29,south,1415.0
magenta morsel,2.5,574,2018-08-29,east,1435.0
magenta morsel,2.5,539,2018-08-29,west,1347.5
chartreuse morsel,3.0,520,2018-08-29,north,1560.0
chartreuse morsel,3.0,574,2018-08-29,south,1722.0
chartreuse morsel,3.0,509,2018-08-29,east,1527.0
chartreuse morsel,3.0,519,2018-08-29,west,1557.0
periwinkle morsel,1.25,595,2018-08-29,north,743.75
periwinkle morsel,1.25,584,2018-08-29,south,730.0
periwinkle morsel,1.25,589,2018-08-29,east,736.25
periwinkle morsel,1.25,539,2018-08-29,west,673.75
vermilion morsel,4.99,536,2018-08-29,north,2674.6400000000003
vermilion morsel,4.99,508,2018-08-29,south,2534.92
vermilion morsel,4.99,550,2018-08-29,east,2744.5
vermilion morsel,4.99,533,2018-08-29,west,2659.67
lapis morsel,1.99,585,2018-08-29,north,1164.15
lapis morsel,1.99,596,2018-08-29,south,1186.04
lapis morsel,1.99,553,2018-08-29,east,1100.47
lapis morsel,1.99,518,2018-08-29,west,1030.82
pink morsel,3.0,545,2018-08-30,north,1635.0
pink morsel,3.0,581,2018-08-30,south,1743.0
pink morsel,3.0,555,2018-08-30,east,1665.0
pink morsel,3.0,590,2018-08-30,west,1770.0
gold morsel,9.99,596,2018-08-30,north,5954.04
gold morsel,9.99,521,2018-08-30,south,5204.79
gold morsel,9.99,507,2018-08-30,east,5064.93
gold morsel,9.99,538,2018-08-30,west,5374.62
magenta morsel,2.5,503,2018-08-30,north,1257.5
magenta morsel,2.5,562,2018-08-30,south,1405.0
magenta morsel,2.5,583,2018-08-30,east,1457.5
magenta morsel,2.5,528,2018-08-30,west,1320.0
chartreuse morsel,3.0,579,2018-08-30,north,1737.0
chartreuse morsel,3.0,530,2018-08-30,south,1590.0
chartreuse morsel,3.0,575,2018-08-30,east,1725.0
chartreuse morsel,3.0,586,2018-08-30,west,1758.0
periwinkle morsel,1.25,535,2018-08-30,north,668.75
periwinkle morsel,1.25,533,2018-08-30,south,666.25
periwinkle morsel,1.25,572,2018-08-30,east,715.0
periwinkle morsel,1.25,521,2018-08-30,west,651.25
vermilion morsel,4.99,591,2018-08-30,north,2949.09
vermilion morsel,4.99,588,2018-08-30,south,2934.1200000000003
vermilion morsel,4.99,526,2018-08-30,east,2624.7400000000002
vermilion morsel,4.99,516,2018-08-30,west,2574.84
lapis morsel,1.99,551,2018-08-30,north,1096.49
lapis morsel,1.99,532,2018-08-30,south,1058.68
lapis morsel,1.99,501,2018-08-30,east,996.99
lapis morsel,1.99,502,2018-08-30,west,998.98
pink morsel,3.0,583,2018-08-31,north,1749.0
pink morsel,3.0,565,2018-08-31,south,1695.0
pink morsel,3.0,548,2018-08-31,east,1644.0
pink morsel,3.0,534,2018-08-31,west,1602.0
gold morsel,9.99,550,2018-08-31,north,5494.5
gold morsel,9.99,525,2018-08-31,south,5244.75
gold morsel,9.99,540,2018-08-31,east,5394.6
gold morsel,9.99,598,2018-08-31,west,5974.02
magenta morsel,2.5,546,2018-08-31,north,1365.0
magenta morsel,2.5,506,2018-08-31,south,1265.0
magenta morsel,2.5,576,2018-08-31,east,1440.0
magenta morsel,2.5,572,2018-08-31,west,1430.0
chartreuse morsel,3.0,541,2018-08-31,north,1623.0
chartreuse morsel,3.0,560,2018-08-31,south,1680.0
chartreuse morsel,3.0,575,2018-08-31,east,1725.0
chartreuse morsel,3.0,546,2018-08-31,west,1638.0
periwinkle morsel,1.25,558,2018-08-31,north,697.5
periwinkle morsel,1.25,532,2018-08-31,south,665.0
periwinkle morsel,1.25,508,2018-08-31,east,635.0
periwinkle morsel,1.25,522,2018-08-31,west,652.5
vermilion morsel,4.99,521,2018-08-31,north,2599.79
vermilion morsel,4.99,557,2018-08-31,south,2779.4300000000003
vermilion morsel,4.99,560,2018-08-31,east,2794.4
